City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,landivisiau,48.5078,-4.0683,62.65,100,100,11.5,FR,1695001339
291,ust-nera,64.5667,143.2,41.9,60,84,4.79,RU,1695001339
292,chonchi,-42.6128,-73.8092,37.11,93,22,1.9,CL,1695001339
293,aydintepe,40.3894,40.1506,43.47,91,6,3.89,TR,1695001339
294,banes,20.9625,-75.7186,80.47,80,77,7.47,CU,1695001340
295,nova xavantina,-14.6667,-52.35,84.04,38,31,2.73,BR,1695001340
296,bulungu,-4.55,18.6,74.37,84,100,4.03,CD,1695001340
297,temiskaming shores,47.4938,-79.7153,55.2,91,100,6.93,CA,1695001340
298,sarupathar,26.1984,93.8094,80.65,88,100,0.58,IN,1695001341
299,conduaga,8.862,117.4893,83.55,78,100,3.06,PH,1695001341
300,san antonio de pale,-1.4014,5.6325,75.36,85,74,11.54,GQ,1695001341
301,hamilton,39.1834,-84.5333,67.41,78,100,4.61,US,1695001108
302,tazacorte,28.629,-17.9293,70.77,72,100,11.5,ES,1695001342
303,sampacho,-33.3839,-64.7221,48.45,35,1,12.68,AR,1695001342
304,haiku-pauwela,20.9219,-156.3051,82.42,63,40,24.16,US,1695001342
305,vorkuta,67.5,64.0,32.77,91,9,3.8,RU,1695001342
306,korla,41.7597,86.1469,66.04,32,32,10.42,CN,1695001343
307,colorado,-22.8375,-51.9731,78.13,35,10,7.09,BR,1695001343
308,sinabang,2.4803,96.3801,82.33,77,33,8.14,ID,1695001343
309,kataba,13.9833,44.3833,67.55,42,97,3.85,YE,1695001343
310,gucheng chengguanzhen,32.266,111.6348,78.48,82,100,3.69,CN,1695001344
311,smithers,54.7804,-127.1743,57.52,41,40,14.97,CA,1695001154
312,inari,68.906,27.0288,32.2,92,77,4.76,FI,1695001344
313,ust'-kalmanka,52.1207,83.305,55.13,83,25,4.76,RU,1695001344
314,kavaratti,10.5669,72.642,81.59,80,98,11.3,IN,1695001345
315,sao joao da barra,-21.6403,-41.0511,72.0,86,3,19.3,BR,1695001345
316,wulingyuan,29.3494,110.5441,87.53,58,100,1.74,CN,1695001345
317,viqueque,-8.8673,126.3658,83.39,56,13,7.54,TL,1695001345
318,zheleznodorozhnyy,55.7503,38.0042,50.61,74,100,6.55,RU,1695001346
319,sandnessjoen,66.0217,12.6316,39.72,66,100,11.81,NO,1695001346
320,chokwe,-24.5333,32.9833,62.44,82,15,5.3,MZ,1695001346
321,hampton bays,40.869,-72.5176,69.87,89,100,12.17,US,1695001347
322,nago,26.5881,127.9761,88.65,70,12,2.77,JP,1695001347
323,lammi,61.0833,25.0167,41.32,94,22,4.14,FI,1695001347
324,galliano,29.4422,-90.2992,80.01,83,0,0.0,US,1695001347
325,sydney mines,46.2367,-60.2177,64.9,92,75,9.22,CA,1695001348
326,pechory,57.8164,27.6119,38.66,95,73,3.58,RU,1695001348
327,puerto cabello,10.4731,-68.0125,87.35,76,100,4.09,VE,1695001348
328,safi,32.1667,-8.8333,64.17,76,93,5.93,MA,1695001349
329,jamalpur,24.9167,89.9333,85.35,78,22,10.54,BD,1695001349
330,guarapari,-20.6667,-40.4975,72.9,90,0,11.74,BR,1695001349
331,selkirk,50.1436,-96.8845,62.67,73,3,1.99,CA,1695001330
332,tralee,52.2704,-9.7026,51.62,91,45,7.02,IE,1695001350
333,zhanga buqtyrma,49.6295,83.5248,53.58,75,7,1.86,KZ,1695001350
334,katiola,8.1333,-5.1,69.66,97,98,1.07,CI,1695001350
335,howard springs,-12.497,131.047,86.88,35,96,9.57,AU,1695001350
336,susanville,40.4163,-120.653,78.64,24,0,6.91,US,1695001293
337,nguigmi,14.2495,13.1092,85.03,51,11,11.97,NE,1695001351
338,cortez,37.3489,-108.5859,74.16,32,0,3.44,US,1695001188
339,peace river,56.2501,-117.286,66.51,42,75,10.36,CA,1695001351
340,pekan,3.4836,103.3996,80.71,77,71,3.8,MY,1695001352
341,wellington,-41.2866,174.7756,64.06,57,4,23.02,NZ,1695001308
342,harper,4.375,-7.7169,77.65,85,100,9.01,LR,1695001352
343,flin flon,54.7682,-101.865,63.12,56,49,11.39,CA,1695001352
344,sankt johann in tirol,47.5233,12.4232,59.25,80,3,6.26,AT,1695001352
345,olhao,37.0286,-7.8411,66.09,87,20,3.44,PT,1695001353
346,nikki,9.9401,3.2108,72.09,98,98,3.58,BJ,1695001353
347,staritsa,56.5075,34.9354,53.69,84,100,6.29,RU,1695001353
348,nouadhibou,20.931,-17.0347,71.58,83,5,9.22,MR,1695001353
349,altus,34.6381,-99.334,81.91,38,0,5.75,US,1695001354
350,vorgashor,67.5833,63.95,32.49,91,9,3.91,RU,1695001354
351,ust'-kulom,61.6864,53.6902,48.13,87,100,7.27,RU,1695001354
352,prince albert,53.2001,-105.7677,73.35,35,40,11.5,CA,1695001354
353,kattivakkam,13.2167,80.3167,80.69,84,100,12.77,IN,1695001355
354,igrim,63.1906,64.4162,46.02,76,96,5.01,RU,1695001355
355,fort bragg,35.139,-79.006,71.82,97,100,0.0,US,1695001355
356,sur,22.5667,59.5289,84.33,67,100,5.23,OM,1695001356
357,calasparra,38.23,-1.6999,71.64,64,100,7.02,ES,1695001356
358,valkeakoski,61.2642,24.0312,43.43,86,18,4.29,FI,1695001356
359,cidreira,-30.1811,-50.2056,69.08,73,0,11.54,BR,1695001297
360,susuman,62.7833,148.1667,41.83,51,37,0.54,RU,1695001357
361,cururupu,-1.8283,-44.8683,74.44,93,40,3.13,BR,1695001357
362,freetown,8.484,-13.2299,77.29,86,43,6.31,SL,1695001357
363,kulhudhuffushi,6.6221,73.07,81.77,76,98,11.74,MV,1695001357
364,la paz centro,12.34,-86.6753,80.24,71,89,7.78,NI,1695001358
365,mejit,10.2753,170.8646,82.62,80,100,14.79,MH,1695001358
366,mogocha,53.7333,119.7667,51.55,77,96,2.98,RU,1695001358
367,guerrero negro,27.9769,-114.0611,68.04,76,3,17.56,MX,1695001358
368,voznesenskoye,54.89,42.7569,48.11,88,54,6.2,RU,1695001359
369,chateau-d'olonne,46.5038,-1.741,61.52,77,31,6.24,FR,1695001359
370,usogorsk,63.4106,48.6872,47.91,89,100,8.95,RU,1695001359
371,oliver,49.1831,-119.5524,78.71,25,80,4.61,CA,1695001360
372,vilyuchinsk,52.9306,158.4028,57.47,56,28,30.67,RU,1695001360
373,taltal,-25.4,-70.4833,62.2,80,27,3.31,CL,1695001360
374,saint-leu,-21.15,55.2833,70.95,81,0,1.19,RE,1695001360
375,sao tome,0.3365,6.7273,77.74,83,96,6.35,ST,1695001360
376,schweizer-reneke,-27.1887,25.3293,47.43,27,0,7.58,ZA,1695001361
377,avanigadda,16.0215,80.9181,82.94,78,100,5.08,IN,1695001361
378,kalmunai,7.4167,81.8167,79.61,79,99,10.29,LK,1695001361
379,kourou,5.1552,-52.6478,77.05,80,98,10.63,GF,1695001361
380,ketchikan,55.3422,-131.6461,54.07,94,100,16.11,US,1695001362
381,laramie,41.3114,-105.5911,68.09,28,20,10.36,US,1695001362
382,elamanchili,17.55,82.8667,80.82,75,100,5.97,IN,1695001362
383,douglas,41.3,-96.167,68.86,64,0,4.61,US,1695001192
384,kailua-kona,19.6406,-155.9956,82.51,86,75,8.05,US,1695001363
385,saposoa,-6.934,-76.7716,77.41,59,62,2.66,PE,1695001363
386,ixtapa,20.7,-105.2,87.03,70,100,0.0,MX,1695001363
387,waukee,41.6117,-93.8852,65.88,69,0,2.93,US,1695001189
388,lagoa,39.05,-27.9833,67.41,61,30,6.42,PT,1695001364
389,saint-francois,46.4154,3.9054,63.84,88,0,4.61,FR,1695001364
390,richards bay,-28.783,32.0377,60.3,83,100,1.72,ZA,1695001364
391,makaha,21.4694,-158.2175,87.71,57,100,12.66,US,1695001364
392,lexington,37.9887,-84.4777,66.2,66,0,4.61,US,1695001203
393,nanao,37.05,136.9667,86.29,59,1,6.76,JP,1695001365
394,oranjemund,-28.55,16.4333,53.06,90,0,11.88,NA,1695001365
395,bam,29.106,58.357,81.36,17,10,8.1,IR,1695001366
396,coos bay,43.3665,-124.2179,63.99,72,0,16.11,US,1695001092
397,happy valley-goose bay,53.3168,-60.3315,50.31,93,100,13.8,CA,1695001366
398,hotan,37.0997,79.9269,74.17,21,100,6.53,CN,1695001366
399,ola,59.5833,151.2833,52.02,52,11,10.22,RU,1695001367
400,east london,-33.0153,27.9116,55.45,65,0,6.22,ZA,1695001367
401,nangomba,-10.9,38.5,69.28,83,23,4.07,TZ,1695001367
402,pacific grove,36.6177,-121.9166,69.48,82,0,11.5,US,1695001367
403,port saint john's,-31.6229,29.5448,57.74,72,0,5.97,ZA,1695001368
404,barra de santo antonio,-9.4047,-35.5072,76.28,86,75,10.85,BR,1695001368
405,nadym,65.5333,72.5167,41.99,79,100,20.22,RU,1695001368
406,vila franca do campo,37.7167,-25.4333,66.61,99,21,5.95,PT,1695001369
407,colonia,50.9333,6.95,70.97,79,0,5.75,DE,1695001262
408,almansa,38.8692,-1.0971,64.78,81,100,6.53,ES,1695001369
409,dudinka,69.4058,86.1778,43.63,77,100,20.85,RU,1695001369
410,labrador city,52.9463,-66.9114,49.91,87,100,9.22,CA,1695001370
411,santo tome,-31.6627,-60.7653,63.05,59,100,11.01,AR,1695001253
412,bayanhongor,46.7167,100.1167,37.65,74,100,1.36,MN,1695001370
413,lorengau,-2.0226,147.2712,83.61,63,30,14.56,PG,1695001370
414,argo,37.6333,22.7333,69.78,51,0,3.71,GR,1695001370
415,itaituba,-4.2761,-55.9836,84.52,47,98,1.45,BR,1695001364
416,codrington,-38.2667,141.9667,59.18,76,90,8.25,AU,1695001371
417,akjoujt,19.6969,-14.4164,88.11,43,100,7.07,MR,1695001371
418,mranggen,-7.0268,110.5158,84.04,58,20,2.3,ID,1695001371
419,nelson bay,-32.7167,152.15,75.99,54,0,3.0,AU,1695001372
420,taoudenni,22.6783,-3.9836,91.99,29,7,23.91,ML,1695001372
421,zhalantun,48.0,122.7167,60.39,78,99,5.61,CN,1695001372
422,midvagur,62.0511,-7.1939,52.63,93,100,14.97,FO,1695001372
423,shahpur,16.7,76.8333,76.44,75,74,9.17,IN,1695001373
424,kalianget,-7.05,113.9333,82.31,64,5,10.45,ID,1695001373
425,majene,-3.5403,118.9707,85.32,60,10,10.85,ID,1695001373
426,altinekin,38.3078,32.8686,57.76,59,0,5.88,TR,1695001373
427,rongelap,11.1635,166.8941,82.56,81,100,15.5,MH,1695001374
428,oriximina,-1.7656,-55.8661,85.93,45,42,5.68,BR,1695001374
429,milford haven,51.7128,-5.0341,65.62,100,100,8.41,GB,1695001374
430,kapit,2.0167,112.9333,74.48,99,100,1.41,MY,1695001374
431,hazorasp,41.3194,61.0742,51.64,31,0,7.31,UZ,1695001374
432,puerto aysen,-45.4,-72.7,28.04,99,62,2.51,CL,1695001375
433,aldama,22.9167,-98.0667,83.5,83,10,5.66,MX,1695001144
434,rengo,-34.4167,-70.8667,50.58,87,100,2.01,CL,1695001375
435,kingston,17.997,-76.7936,85.15,90,20,6.91,JM,1695001227
436,kishtwar,33.3167,75.7667,66.22,79,13,1.14,IN,1695001376
437,jacmel,18.2342,-72.5347,84.04,80,16,3.22,HT,1695001376
438,gorom-gorom,14.4439,-0.2361,82.27,67,100,10.33,BF,1695001376
439,luorong,24.4058,109.6086,84.2,76,39,4.68,CN,1695001376
440,metahara,8.9,39.9167,75.22,69,100,3.85,ET,1695001377
441,abengourou,6.7297,-3.4964,70.99,100,100,2.64,CI,1695001377
442,nadi,-17.8,177.4167,84.2,74,40,13.8,FJ,1695001377
443,karlskrona,56.1616,15.5866,59.45,86,100,16.15,SE,1695001377
444,tonota,-21.4833,27.4833,59.74,83,0,14.41,BW,1695001378
445,lewiston orchards,46.3804,-116.9754,80.28,16,100,6.35,US,1695001378
446,ljungby,56.8332,13.9408,58.15,87,100,12.24,SE,1695001378
447,tosontsengel,48.7567,98.2839,42.71,67,72,4.47,MN,1695001378
448,izberbash,42.5696,47.8645,59.09,81,83,15.61,RU,1695001379
449,dunedin,-45.8742,170.5036,56.8,47,30,23.0,NZ,1695001379
450,afgooye,2.1381,45.1212,74.5,88,80,9.04,SO,1695001379
451,ndola,-12.9587,28.6366,68.31,31,8,8.19,ZM,1695001379
452,trondheim,63.4305,10.3951,50.09,87,100,6.55,NO,1695001380
453,yemetsk,63.4721,41.7941,49.68,96,100,6.4,RU,1695001380
454,iranshahr,27.2025,60.6848,84.58,34,9,2.59,IR,1695001380
455,lata,40.1629,-8.3327,62.08,97,52,2.55,PT,1695001380
456,gudibanda,13.6694,77.6983,70.88,83,69,8.46,IN,1695001380
457,airuk,7.2772,168.8203,78.4,92,100,11.77,MH,1695001381
458,hirara,24.8,125.2833,84.47,84,40,5.75,JP,1695001381
459,nuuk,64.1835,-51.7216,36.21,64,52,9.22,GL,1695001381
460,dabhol,17.6,73.1667,76.3,91,95,6.4,IN,1695001381
461,xianyang,34.3378,108.7026,72.64,78,0,4.47,CN,1695001382
462,nishinoomote,30.7333,131.0,84.76,83,75,8.05,JP,1695001382
463,novaya igirma,57.1334,103.9112,51.4,79,87,6.33,RU,1695001382
464,denia,38.8408,0.1057,76.84,72,100,5.01,ES,1695001383
465,downpatrick,54.3263,-5.7035,58.5,97,100,7.09,GB,1695001383
466,newman,37.3138,-121.0208,82.63,49,100,7.49,US,1695001383
467,les anglais,18.3054,-74.2197,81.03,82,44,2.93,HT,1695001383
468,lazaro cardenas,17.9583,-102.2,81.68,67,100,1.86,MX,1695001383
469,walvis bay,-22.9575,14.5053,54.09,93,0,12.66,NA,1695001384
470,bryne,58.7354,5.6477,59.94,88,100,17.27,NO,1695001384
471,livingstone,-17.8419,25.8543,69.33,28,0,3.94,ZM,1695001384
472,sabang,5.8933,95.3214,82.2,76,43,4.23,ID,1695001385
473,hammerfest,70.6634,23.6821,43.25,87,100,8.05,NO,1695001385
474,severo-yeniseyskiy,60.3725,93.0408,52.77,78,100,2.75,RU,1695001385
475,nemuro,43.3236,145.575,68.56,95,94,15.64,JP,1695001386
476,bulayevo,54.9056,70.4439,54.99,74,73,2.73,KZ,1695001386
477,luanda,-8.8368,13.2343,71.6,88,17,4.61,AO,1695001386
478,port augusta,-32.5,137.7667,90.12,11,59,18.66,AU,1695001386
479,puerto real,36.5282,-6.1901,65.25,75,56,3.33,ES,1695001387
480,aitape,-3.1374,142.3475,83.82,70,100,5.75,PG,1695001387
481,nova vicosa,-17.8919,-39.3719,73.24,82,89,8.61,BR,1695001387
482,rancagua,-34.1708,-70.7444,48.33,76,100,2.91,CL,1695001387
483,cabo san lucas,22.8909,-109.9124,87.62,71,20,4.61,MX,1695001210
484,nova sintra,14.8667,-24.7167,73.02,75,88,7.52,CV,1695001388
485,mocoa,1.1493,-76.6466,71.44,99,28,1.01,CO,1695001388
486,castillos,-34.1667,-53.8333,56.93,96,100,16.89,UY,1695001388
487,papao,-17.75,-149.55,82.08,80,29,1.36,PF,1695001389
488,tezu,27.9167,96.1667,86.13,61,31,1.5,IN,1695001389
489,fuglafjordur,62.244,-6.814,52.27,98,100,18.9,FO,1695001389
490,waingapu,-9.6567,120.2641,84.31,56,2,15.23,ID,1695001389
491,itaueira,-7.6033,-43.0256,80.35,34,2,5.77,BR,1695001390
492,bikenibeu village,1.3673,173.1241,89.56,66,75,9.22,KI,1695001390
493,olinda,-8.0089,-34.8553,76.73,94,75,10.36,BR,1695001390
494,saint-denis,48.9167,2.3333,65.17,93,0,12.66,FR,1695001390
495,shanhecun,44.7,127.2,64.22,92,100,15.41,CN,1695001390
496,flying fish cove,-10.4217,105.6791,78.48,73,75,14.97,CX,1695001391
497,albunol,36.792,-3.205,73.06,64,46,9.71,ES,1695001391
498,sena madureira,-9.0656,-68.6569,80.8,56,23,2.57,BR,1695001391
499,mahdia,35.5047,11.0622,76.95,65,0,8.66,TN,1695001391
500,yerofey pavlovich,53.9667,121.9667,55.54,68,81,2.46,RU,1695001392
501,xi'an,34.2583,108.9286,72.41,64,53,2.33,CN,1695001392
502,okhotsk,59.3833,143.3,51.96,51,8,6.38,RU,1695001392
503,mili,6.0815,171.735,81.95,78,16,8.95,MH,1695001393
504,port hedland,-20.3167,118.5667,78.85,78,99,8.05,AU,1695001393
505,atar,20.5169,-13.0499,87.26,46,90,1.77,MR,1695001393
506,hadibu,12.65,54.0333,78.15,82,91,18.95,YE,1695001393
507,vernon,50.2581,-119.2691,77.36,27,43,3.44,CA,1695001393
508,holmsund,63.706,20.3641,28.35,93,0,3.44,SE,1695001394
509,el granada,37.5027,-122.4694,71.42,77,75,16.11,US,1695001369
510,san antonio,29.4241,-98.4936,89.35,45,40,5.75,US,1695001222
511,sinjai,-5.1241,120.253,85.62,55,13,9.98,ID,1695001394
512,aomori,40.8244,140.74,86.95,69,75,12.66,JP,1695001395
513,mazagao,-0.115,-51.2894,84.25,83,53,4.09,BR,1695001395
514,micheweni,-4.9667,39.8333,74.82,84,42,8.86,TZ,1695001395
515,cambria,35.5641,-121.0808,69.1,79,0,6.08,US,1695001396
516,hartsville,34.374,-80.0734,73.04,99,100,5.75,US,1695001396
517,ulsteinvik,62.3432,5.8487,52.3,81,100,8.01,NO,1695001396
518,leava,-14.3,-178.1667,81.43,76,94,20.33,WF,1695001396
519,ancud,-41.8697,-73.8203,40.87,73,7,2.86,CL,1695001397
520,santo domingo de los colorados,-0.25,-79.15,71.2,94,72,1.5,EC,1695001397
521,george town,5.4112,100.3354,84.13,87,20,10.36,MY,1695001196
522,caraballeda,10.6112,-66.8522,82.47,78,100,5.75,VE,1695001397
523,abepura,-2.6333,140.5833,88.61,58,20,6.91,ID,1695001398
524,uacu cungo,-11.3634,15.1208,64.98,84,74,3.44,AO,1695001398
525,reggane,26.7158,0.1714,91.72,18,46,10.76,DZ,1695001398
526,ouesso,1.6136,16.0517,69.08,98,100,3.85,CG,1695001398
527,dien bien phu,21.3833,103.0167,79.39,82,69,0.83,VN,1695001368
528,vondrozo,-22.8167,47.2833,57.96,96,0,2.13,MG,1695001399
529,kovylkino,54.0388,43.9139,50.4,89,32,6.26,RU,1695001399
530,holualoa,19.6228,-155.9522,78.78,86,75,8.05,US,1695001399
531,baotou,40.6522,109.8222,68.04,20,27,7.76,CN,1695001400
532,hasaki,35.7333,140.8333,91.29,76,0,17.56,JP,1695001400
533,la ronge,55.1001,-105.2842,71.82,49,40,11.5,CA,1695001400
534,axim,4.8699,-2.2405,76.24,90,99,8.57,GH,1695001400
535,ankang,32.68,109.0172,73.0,93,100,1.23,CN,1695001400
536,sopur,34.3,74.4667,63.48,82,7,2.68,IN,1695001401
537,alofi,-19.0595,-169.9187,78.69,61,62,24.16,NU,1695001401
538,dul'durga,50.6761,113.5931,56.73,62,63,7.83,RU,1695001401
539,santa marta de ortigueira,43.6833,-7.85,64.06,89,90,14.81,ES,1695001401
540,tangalle,6.024,80.7911,77.16,87,99,6.33,LK,1695001402
541,antigonish,45.6169,-61.9986,66.15,83,77,5.01,CA,1695001402
542,yuzhno-kurilsk,44.0306,145.8556,67.93,96,99,4.81,RU,1695001402
543,shingu,33.7333,135.9833,83.73,71,15,6.17,JP,1695001403
544,yeniseysk,58.4497,92.1703,50.95,88,7,1.01,RU,1695001403
545,emerald,-23.5333,148.1667,78.35,35,0,15.52,AU,1695001302
546,seven pagodas,12.6264,80.1722,80.65,82,100,13.06,IN,1695001403
547,castelli,-25.9468,-60.6195,90.86,26,100,10.67,AR,1695001403
548,figuig (centre),32.1089,-1.2286,77.81,40,99,5.95,MA,1695001404
549,bowen,-20.0167,148.2333,75.2,63,1,19.71,AU,1695001404
550,deir ez-zor,35.3359,40.1408,78.04,42,0,11.16,SY,1695001404
551,nefta,33.8731,7.8777,82.65,39,1,10.76,TN,1695001404
552,trinidad,-14.8333,-64.9,84.18,61,7,5.75,BO,1695001216
553,despenaderos,-31.8163,-64.2899,56.53,50,51,8.84,AR,1695001405
554,illizi,26.4833,8.4667,75.0,16,1,11.25,DZ,1695001405
555,ta`u,-14.2336,-169.5144,79.88,82,93,19.91,AS,1695001406
556,genhe,50.7833,121.5167,49.69,91,99,4.36,CN,1695001406
557,lashio,22.9333,97.75,73.33,91,100,1.19,MM,1695001406
558,ulladulla,-35.35,150.4667,90.77,24,1,7.2,AU,1695001406
559,monte patria,-30.6919,-70.9467,61.68,53,100,2.68,CL,1695001407
560,justo daract,-33.8594,-65.1828,49.15,38,1,13.42,AR,1695001407
561,puerto san jose,13.9256,-90.8244,82.02,82,63,6.4,GT,1695001229
562,baiao,-2.7906,-49.6717,82.51,60,86,4.85,BR,1695001407
563,harstad,68.799,16.5293,47.16,95,100,27.0,NO,1695001408
564,san mateo del mar,16.2,-95.0,84.54,74,76,25.14,MX,1695001408
565,moree,-29.4667,149.85,83.41,27,0,8.79,AU,1695001408
566,buenavista,8.9769,125.4089,86.86,63,41,2.01,PH,1695001408
567,tibanbang,6.6315,126.1055,80.96,76,63,0.85,PH,1695001409
568,east falmouth,41.5784,-70.5586,68.92,84,0,11.5,US,1695001409
569,inhambane,-23.865,35.3833,68.67,77,100,14.43,MZ,1695001409
570,sola,-13.8833,167.55,78.46,79,100,20.42,VU,1695001409
571,andergrove,-21.0833,149.1833,78.64,61,16,14.9,AU,1695001410
572,gunnison,38.7,-107.0673,56.25,48,6,4.41,US,1695001410
573,sechura,-5.5569,-80.8222,68.7,85,81,14.03,PE,1695001410
574,komsomol'skiy,43.9783,46.6985,55.49,93,37,7.09,RU,1695001410
575,yaring,6.8662,101.3689,88.29,74,83,3.62,TH,1695001410
576,fernie,49.5,-115.0687,70.48,41,70,8.75,CA,1695001411
577,tchibanga,-2.85,11.0333,72.64,86,100,3.02,GA,1695001411
578,puerto armuelles,8.2833,-82.8667,81.09,72,100,1.01,PA,1695001411
579,jijiga,9.35,42.8,64.31,82,86,7.92,ET,1695001412
